0,0
0.0070711,0.0070711
0.014142,0.014142
0.021213,0.021213
0.028284,0.028284
0.035355,0.035355
0.042426,0.042426
0.049497,0.049497
0.056569,0.056569
0.06364,0.06364
0.070711,0.070711
0.077782,0.077782
0.084853,0.084853
0.091924,0.091924
0.098995,0.098995
0.10607,0.10607
0.11314,0.11314
0.12021,0.12021
0.12728,0.12728
0.13435,0.13435
0.14142,0.14142
0.14849,0.14849
0.15556,0.15556
0.16263,0.16263
0.16971,0.16971
0.17678,0.17678
0.18385,0.18385
0.19092,0.19092
0.19799,0.19799
0.20506,0.20506
0.21213,0.21213
0.2192,0.2192
0.22627,0.22627
0.23335,0.23335
0.24042,0.24042
0.24749,0.24749
0.25456,0.25456
0.26163,0.26163
0.2687,0.2687
0.27577,0.27577
0.28284,0.28284
0.28991,0.28991
0.29698,0.29698
0.30406,0.30406
0.31113,0.31113
0.3182,0.3182
0.32527,0.32527
0.33234,0.33234
0.33941,0.33941
0.34648,0.34648
0.35355,0.35355
0.36062,0.36062
0.3677,0.3677
0.37477,0.37477
0.38184,0.38184
0.38891,0.38891
0.39598,0.39598
0.40305,0.40305
0.41012,0.41012
0.41719,0.41719
0.42426,0.42426
0.43134,0.43134
0.43841,0.43841
0.44548,0.44548
0.45255,0.45255
0.45962,0.45962
0.46669,0.46669
0.47376,0.47376
0.48083,0.48083
0.4879,0.4879
0.49497,0.49497
0.50205,0.50205
0.50912,0.50912
0.51619,0.51619
0.52326,0.52326
0.53033,0.53033
0.5374,0.5374
0.54447,0.54447
0.55154,0.55154
0.55861,0.55861
0.56569,0.56569
0.57276,0.57276
0.57983,0.57983
0.5869,0.5869
0.59397,0.59397
0.60104,0.60104
0.60811,0.60811
0.61518,0.61518
0.62225,0.62225
0.62933,0.62933
0.6364,0.6364
0.64347,0.64347
0.65054,0.65054
0.65761,0.65761
0.66468,0.66468
0.67175,0.67175
0.67882,0.67882
0.68589,0.68589
0.69296,0.69296
0.70004,0.70004
0.70711,0.70711
0.71418,0.71418
0.72125,0.72125
0.72832,0.72832
0.73539,0.73539
0.74246,0.74246
